date,upc,description,quantity_sold,price,unit_cost,_size,unit_of_measure
2021-12-28,1570016244,viva 1/2 gal ff milk,3.0,2.99,2.15,32,OZ
2021-12-28,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2021-12-28,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2021-12-28,1570016453,mg vitamin d milk pint,1.0,1.49,0.73,16,OZ
2021-12-28,1570014801,m-gold whole milk quart,5.0,2.49,1.3,32,OZ
2021-12-28,2640041035,drgld bulgarian bttrmilk,3.0,2.99,1.42,,
2021-12-28,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-12-28,74236526425,hrzn milk 2% uht og2,6.0,6.99,4.23,64,ea
2021-12-28,74236526445,horizon whole milk,3.0,6.99,4.23,64,ea
2021-12-28,74236526495,horizon whole milk,4.0,6.99,5.83,64 OZ,
2021-12-28,19064664101,oatly oat milk original,4.0,6.99,4.11,OZ,
2021-12-29,1570014801,m-gold whole milk quart,2.0,2.49,1.3,32,OZ
2021-12-29,1570016244,viva 1/2 gal ff milk,3.0,2.99,2.15,32,OZ
2021-12-29,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2021-12-29,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.55,32,OZ
2021-12-29,1570016310,meadow gold 2% milk plast,3.0,2.49,1.23,32,OZ
2021-12-29,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2021-12-29,1570016453,mg vitamin d milk pint,2.0,1.49,0.73,16,OZ
2021-12-29,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2021-12-29,74236526495,horizon whole milk,2.0,6.99,5.83,64 OZ,
2021-12-29,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.62,32 OZ,
2021-12-29,19064664102,oatly oat milk low fat,2.0,6.99,4.11,,
2021-12-29,19064664101,oatly oat milk original,1.0,6.99,4.11,OZ,
2021-12-29,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.68,64,ea
2021-12-29,74236526445,horizon whole milk,2.0,6.99,4.68,64,ea
2021-12-29,3680033500,fc almond milk plain,2.0,3.99,2.36,64,oz
2021-12-29,7495802558,cv mozz whl milk shredd,1.0,2.89,2.21,OZ,oz
2021-12-30,1570014801,m-gold whole milk quart,2.0,2.49,1.3,32,OZ
2021-12-30,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2021-12-30,1570016255,viva 1/2 gal 2% milk,6.0,2.99,1.55,32,OZ
2021-12-30,1570016310,meadow gold 2% milk plast,2.0,2.49,1.23,32,OZ
2021-12-30,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2021-12-30,1570016453,mg vitamin d milk pint,1.0,1.49,0.73,16,OZ
2021-12-30,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2021-12-30,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2021-12-30,81162002016,fa!rlife hole milk,6.0,5.99,3.35,52,ea
2021-12-30,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.68,64,ea
2021-12-30,74236526445,horizon whole milk,1.0,6.99,4.68,64,ea
2021-12-30,85631200277,fairlife 2% rf milk,4.0,5.99,3.16,52,ea
2021-12-30,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2021-12-30,19064664101,oatly oat milk original,1.0,6.99,4.11,OZ,
2021-12-30,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2021-12-31,1570016453,mg vitamin d milk pint,2.0,1.49,0.73,16,OZ
2021-12-31,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2021-12-31,1570016255,viva 1/2 gal 2% milk,8.0,2.99,1.55,32,OZ
2021-12-31,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2021-12-31,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2021-12-31,1570014801,m-gold whole milk quart,4.0,2.49,1.3,32,OZ
2021-12-31,2640041906,2 milk,2.0,5.79,3.03,1,
2021-12-31,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.42,,
2021-12-31,74236526495,horizon whole milk,4.0,6.99,0.0,64 OZ,
2021-12-31,85631200279,fairlife 2% choc milk,2.0,5.99,3.35,52,oz
2021-12-31,85631200277,fairlife 2% rf milk,1.0,5.99,3.16,52,ea
2021-12-31,19064664102,oatly oat milk low fat,3.0,6.99,4.11,,
2021-12-31,74236526445,horizon whole milk,3.0,6.99,4.68,64,ea
2021-12-31,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2021-12-31,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2021-12-31,74236526425,hrzn milk 2% uht og2,8.0,6.99,4.68,64,ea
2021-12-31,3680033500,fc almond milk plain,2.0,3.99,2.36,64,oz
2022-01-01,1570016453,mg vitamin d milk pint,1.0,1.49,0.73,16,OZ
2022-01-01,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.55,32,OZ
2022-01-01,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-01,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.15,32,OZ
2022-01-01,81363602188,califa oat milk unswtnd,2.0,6.99,3.76,48,oz
2022-01-01,85631200279,fairlife 2% choc milk,2.0,5.99,3.35,52,oz
2022-01-01,19064664102,oatly oat milk low fat,2.0,6.99,4.11,,
2022-01-01,3680033500,fc almond milk plain,2.0,3.99,2.36,64,oz
2022-01-01,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.68,64,ea
2022-01-01,74236526445,horizon whole milk,3.0,6.99,4.68,64,ea
2022-01-02,1570014801,m-gold whole milk quart,1.0,2.49,1.24,32,OZ
2022-01-02,1570016244,viva 1/2 gal ff milk,2.0,2.99,2.15,32,OZ
2022-01-02,1570016251,viva 1/2 gal 1% milk,2.0,2.99,1.43,64,OZ
2022-01-02,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.55,32,OZ
2022-01-02,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-02,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-02,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2022-01-02,81162002016,fa!rlife hole milk,4.0,5.99,3.35,52,ea
2022-01-02,85631200279,fairlife 2% choc milk,2.0,5.99,3.35,52,oz
2022-01-02,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.62,32 OZ,
2022-01-02,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2022-01-02,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2022-01-02,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-02,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.23,64,ea
2022-01-02,74236526445,horizon whole milk,9.0,6.99,4.23,64,ea
2022-01-03,1570016244,viva 1/2 gal ff milk,2.0,2.99,2.15,32,OZ
2022-01-03,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.55,32,OZ
2022-01-03,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-03,1570016453,mg vitamin d milk pint,3.0,1.49,0.73,16,OZ
2022-01-03,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-03,81363602188,califa oat milk unswtnd,1.0,6.99,3.76,48,oz
2022-01-03,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.23,64,ea
2022-01-03,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-03,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.42,,
2022-01-03,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-03,2640041906,2 milk,1.0,5.79,3.03,1,
2022-01-04,1570016453,mg vitamin d milk pint,2.0,1.49,0.73,16,OZ
2022-01-04,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.68,32,OZ
2022-01-04,1570014801,m-gold whole milk quart,1.0,2.49,1.24,32,OZ
2022-01-04,1570016244,viva 1/2 gal ff milk,2.0,2.99,2.15,32,OZ
2022-01-04,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2022-01-04,1570016310,meadow gold 2% milk plast,2.0,2.49,1.23,32,OZ
2022-01-04,2640041906,2 milk,2.0,5.79,3.03,1,
2022-01-04,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.42,,
2022-01-04,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2022-01-04,81363602188,califa oat milk unswtnd,1.0,6.99,3.76,48,oz
2022-01-04,85631200279,fairlife 2% choc milk,1.0,5.99,3.35,52,oz
2022-01-04,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.62,32 OZ,
2022-01-04,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2022-01-04,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2022-01-04,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.23,64,ea
2022-01-04,74236526445,horizon whole milk,3.0,6.99,4.23,64,ea
2022-01-04,5260306601,pacf hemp milk van,1.0,5.99,3.27,32 OZ,ea
2022-01-05,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-05,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.42,,
2022-01-05,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2022-01-05,1570016453,mg vitamin d milk pint,3.0,1.49,0.73,16,OZ
2022-01-05,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.01,64,ea
2022-01-05,81363602188,califa oat milk unswtnd,1.0,6.99,3.76,48,oz
2022-01-05,85631200279,fairlife 2% choc milk,2.0,5.99,3.35,52,oz
2022-01-05,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2022-01-06,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2022-01-06,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.68,32,OZ
2022-01-06,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-06,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.71,16,OZ
2022-01-06,1570016453,mg vitamin d milk pint,2.0,1.49,0.73,16,OZ
2022-01-06,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2022-01-06,2640041906,2 milk,1.0,5.79,3.03,1,
2022-01-06,81162002016,fa!rlife hole milk,3.0,5.99,3.35,52,ea
2022-01-06,74236526445,horizon whole milk,5.0,6.99,4.23,64,ea
2022-01-06,85631200279,fairlife 2% choc milk,2.0,5.99,3.35,52,oz
2022-01-06,5000065093,cfmt bliss oat milk crmr,2.0,7.99,4.62,32 OZ,
2022-01-06,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-06,74236526425,hrzn milk 2% uht og2,5.0,6.99,4.01,64,ea
2022-01-06,4157005617,almond brz orgiginal milk,3.0,5.99,3.14,64,OZ
2022-01-07,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.15,32,OZ
2022-01-07,1570016255,viva 1/2 gal 2% milk,7.0,2.99,1.68,32,OZ
2022-01-07,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.71,16,OZ
2022-01-07,1570016453,mg vitamin d milk pint,1.0,1.49,0.73,16,OZ
2022-01-07,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2022-01-07,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.42,,
2022-01-07,85631200277,fairlife 2% rf milk,1.0,5.99,3.35,52,ea
2022-01-07,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2022-01-07,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.01,64,ea
2022-01-07,74236526445,horizon whole milk,3.0,6.99,4.23,64,ea
2022-01-08,1570014801,m-gold whole milk quart,1.0,2.49,1.3,32,OZ
2022-01-08,1570016144,viva skim milk 1gal,2.0,3.99,2.35,128,OZ
2022-01-08,1570016244,viva 1/2 gal ff milk,2.0,2.99,2.15,32,OZ
2022-01-08,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.68,32,OZ
2022-01-08,1570016310,meadow gold 2% milk plast,3.0,2.49,1.23,32,OZ
2022-01-08,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-08,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.01,64,ea
2022-01-08,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-08,81363602188,califa oat milk unswtnd,1.0,6.99,3.76,48,oz
2022-01-08,85631200277,fairlife 2% rf milk,2.0,5.99,3.35,52,ea
2022-01-08,19064664101,oatly oat milk original,1.0,6.99,4.11,OZ,
2022-01-08,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2022-01-08,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2022-01-09,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.15,32,OZ
2022-01-09,1570014801,m-gold whole milk quart,2.0,2.49,1.31,32,OZ
2022-01-09,1570016251,viva 1/2 gal 1% milk,2.0,2.99,1.43,64,OZ
2022-01-09,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.68,32,OZ
2022-01-09,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-09,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.62,32 OZ,
2022-01-09,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-09,19064664101,oatly oat milk original,3.0,6.99,4.11,OZ,
2022-01-09,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.01,64,ea
2022-01-09,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-10,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.68,32,OZ
2022-01-10,1570016310,meadow gold 2% milk plast,2.0,2.49,1.23,32,OZ
2022-01-10,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-10,1570016453,mg vitamin d milk pint,2.0,1.49,0.74,16,OZ
2022-01-10,2640041906,2 milk,1.0,5.79,3.03,1,
2022-01-10,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2022-01-10,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.01,64,ea
2022-01-10,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-10,81162002016,fa!rlife hole milk,1.0,5.99,3.68,52,ea
2022-01-10,85631200277,fairlife 2% rf milk,1.0,5.99,3.35,52,ea
2022-01-10,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-10,19064664101,oatly oat milk original,5.0,6.99,4.11,OZ,
2022-01-11,1570014801,m-gold whole milk quart,2.0,2.49,1.31,32,OZ
2022-01-11,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.68,32,OZ
2022-01-11,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-11,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-11,81162002016,fa!rlife hole milk,3.0,5.99,3.68,52,ea
2022-01-11,85631200279,fairlife 2% choc milk,3.0,5.99,3.68,52,oz
2022-01-11,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.62,32 OZ,
2022-01-11,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-11,7495802558,cv mozz whl milk shredd,1.0,3.79,1.73,OZ,oz
2022-01-11,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-12,1570014801,m-gold whole milk quart,2.0,2.49,1.25,32,OZ
2022-01-12,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.15,32,OZ
2022-01-12,1570016310,meadow gold 2% milk plast,1.0,2.49,1.23,32,OZ
2022-01-12,5000065093,cfmt bliss oat milk crmr,1.0,7.99,4.38,32 OZ,
2022-01-12,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2022-01-12,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-12,7495802558,cv mozz whl milk shredd,2.0,3.79,1.73,OZ,oz
2022-01-12,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-13,1570014801,m-gold whole milk quart,2.0,2.49,1.25,32,OZ
2022-01-13,1570016244,viva 1/2 gal ff milk,4.0,2.99,2.15,32,OZ
2022-01-13,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.68,32,OZ
2022-01-13,81363602188,califa oat milk unswtnd,1.0,6.99,3.57,48,oz
2022-01-13,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.23,64,ea
2022-01-13,74236526445,horizon whole milk,5.0,6.99,4.23,64,ea
2022-01-13,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-13,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2022-01-13,1570016453,mg vitamin d milk pint,1.0,1.49,0.71,16,OZ
2022-01-13,4157005617,almond brz orgiginal milk,2.0,5.99,3.14,64,OZ
2022-01-14,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.42,,
2022-01-14,1570014801,m-gold whole milk quart,4.0,2.49,1.25,32,OZ
2022-01-14,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.43,64,OZ
2022-01-14,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.68,16,OZ
2022-01-14,1570016453,mg vitamin d milk pint,1.0,1.49,0.71,16,OZ
2022-01-14,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2022-01-14,85631200277,fairlife 2% rf milk,1.0,5.99,3.68,52,ea
2022-01-14,19064664101,oatly oat milk original,1.0,6.99,4.11,OZ,
2022-01-14,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.23,64,ea
2022-01-14,74236526445,horizon whole milk,1.0,6.99,4.23,64,ea
2022-01-15,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.15,32,OZ
2022-01-15,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.68,32,OZ
2022-01-15,1570016310,meadow gold 2% milk plast,2.0,2.49,1.24,32,OZ
2022-01-15,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.68,16,OZ
2022-01-15,1570016453,mg vitamin d milk pint,1.0,1.49,0.71,16,OZ
2022-01-15,1570016251,viva 1/2 gal 1% milk,2.0,2.99,1.43,64,OZ
2022-01-15,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-15,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.42,,
2022-01-15,81162002016,fa!rlife hole milk,1.0,5.99,3.68,52,ea
2022-01-15,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2022-01-15,19064664101,oatly oat milk original,4.0,6.99,4.11,OZ,
2022-01-15,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2022-01-15,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-16,1570016310,meadow gold 2% milk plast,4.0,2.49,1.24,32,OZ
2022-01-16,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.71,16,OZ
2022-01-16,1570016144,viva skim milk 1gal,3.0,3.99,2.35,128,OZ
2022-01-16,1570016255,viva 1/2 gal 2% milk,6.0,2.99,1.68,32,OZ
2022-01-16,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.44,,
2022-01-16,81162002016,fa!rlife hole milk,1.0,5.99,3.68,52,ea
2022-01-16,81363602188,califa oat milk unswtnd,1.0,6.99,3.57,48,oz
2022-01-16,85631200279,fairlife 2% choc milk,2.0,5.99,3.68,52,oz
2022-01-16,85631200277,fairlife 2% rf milk,1.0,5.99,3.68,52,ea
2022-01-16,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-16,74236526405,horizon fat fr milk,2.0,6.99,4.23,64,OZ
2022-01-16,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-16,74236526445,horizon whole milk,1.0,6.99,4.23,64,ea
2022-01-17,1570016453,mg vitamin d milk pint,1.0,1.49,0.74,16,OZ
2022-01-17,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-17,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2022-01-17,81162002016,fa!rlife hole milk,1.0,5.99,3.68,52,ea
2022-01-17,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-17,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-17,7495802558,cv mozz whl milk shredd,1.0,3.79,1.73,OZ,oz
2022-01-17,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2022-01-17,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.23,64,ea
2022-01-17,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-18,1570016310,meadow gold 2% milk plast,1.0,2.49,1.24,32,OZ
2022-01-18,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2022-01-18,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.68,32,OZ
2022-01-18,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2022-01-18,85631200277,fairlife 2% rf milk,2.0,5.99,3.68,52,ea
2022-01-18,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2022-01-18,19064664102,oatly oat milk low fat,2.0,6.99,4.11,,
2022-01-18,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-18,4157005617,almond brz orgiginal milk,1.0,5.99,3.14,64,OZ
2022-01-18,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-19,1570016255,viva 1/2 gal 2% milk,9.0,2.99,1.68,32,OZ
2022-01-19,1570016310,meadow gold 2% milk plast,1.0,2.49,1.24,32,OZ
2022-01-19,1570016453,mg vitamin d milk pint,1.0,1.49,0.71,16,OZ
2022-01-19,3680046633,fl cir oat milk orig,2.0,4.99,2.9,64 OZ,
2022-01-19,2529360039,silk soy milk plain,2.0,6.49,3.79,64,
2022-01-19,4157005617,almond brz orgiginal milk,1.0,5.99,2.54,64,OZ
2022-01-19,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.23,64,ea
2022-01-19,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-20,1570016453,mg vitamin d milk pint,2.0,1.49,0.71,16,OZ
2022-01-20,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.68,16,OZ
2022-01-20,1570016310,meadow gold 2% milk plast,1.0,2.49,1.24,32,OZ
2022-01-20,1570016255,viva 1/2 gal 2% milk,6.0,2.99,1.68,32,OZ
2022-01-20,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-20,74236526425,hrzn milk 2% uht og2,5.0,6.99,4.23,64,ea
2022-01-20,74236526445,horizon whole milk,1.0,6.99,4.23,64,ea
2022-01-20,7495802558,cv mozz whl milk shredd,1.0,3.79,1.73,OZ,oz
2022-01-21,1570016410,meadow gold 2% milk plastic-pt,2.0,1.49,0.68,16,OZ
2022-01-21,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2022-01-21,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2022-01-21,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.44,,
2022-01-21,81162002016,fa!rlife hole milk,1.0,5.99,3.68,52,ea
2022-01-21,81363602188,califa oat milk unswtnd,2.0,6.99,3.92,48,oz
2022-01-21,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-21,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-22,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2022-01-22,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.17,32,OZ
2022-01-22,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.28,64,OZ
2022-01-22,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.68,32,OZ
2022-01-22,1570016310,meadow gold 2% milk plast,1.0,2.49,1.24,32,OZ
2022-01-22,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.68,16,OZ
2022-01-22,1570016453,mg vitamin d milk pint,3.0,1.49,0.71,16,OZ
2022-01-22,3680046633,fl cir oat milk orig,1.0,4.99,2.9,64 OZ,
2022-01-22,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2022-01-22,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-22,7495802558,cv mozz whl milk shredd,1.0,3.79,1.73,OZ,oz
2022-01-22,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2022-01-22,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-22,74236526445,horizon whole milk,5.0,6.99,4.23,64,ea
2022-01-23,1570016453,mg vitamin d milk pint,2.0,1.49,0.74,16,OZ
2022-01-23,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.28,64,OZ
2022-01-23,1570016255,viva 1/2 gal 2% milk,7.0,2.99,1.68,32,OZ
2022-01-23,1570016310,meadow gold 2% milk plast,2.0,2.49,1.24,32,OZ
2022-01-23,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2022-01-23,85631200277,fairlife 2% rf milk,2.0,5.99,3.68,52,ea
2022-01-23,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-23,7495802558,cv mozz whl milk shredd,4.0,3.79,1.73,OZ,oz
2022-01-23,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-23,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.23,64,ea
2022-01-24,1570016144,viva skim milk 1gal,1.0,3.99,2.35,128,OZ
2022-01-24,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.28,64,OZ
2022-01-24,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.55,32,OZ
2022-01-24,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.71,16,OZ
2022-01-24,1570016453,mg vitamin d milk pint,2.0,1.49,0.74,16,OZ
2022-01-24,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.17,32,OZ
2022-01-24,85631200279,fairlife 2% choc milk,1.0,5.99,3.68,52,oz
2022-01-24,19064664102,oatly oat milk low fat,1.0,6.99,4.11,,
2022-01-24,4157005617,almond brz orgiginal milk,1.0,5.99,2.54,64,OZ
2022-01-24,7495802558,cv mozz whl milk shredd,1.0,3.79,1.73,OZ,oz
2022-01-24,74236526405,horizon fat fr milk,1.0,6.99,4.23,64,OZ
2022-01-24,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.23,64,ea
2022-01-24,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-25,1570016453,mg vitamin d milk pint,4.0,1.49,0.74,16,OZ
2022-01-25,1570016310,meadow gold 2% milk plast,2.0,2.49,1.24,32,OZ
2022-01-25,2529360039,silk soy milk plain,1.0,6.49,3.79,64,
2022-01-25,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.28,64,OZ
2022-01-25,7403004550,galbani whl milk ricott,2.0,6.49,4.06,OZ,
2022-01-25,4157005617,almond brz orgiginal milk,1.0,5.99,2.54,64,OZ
2022-01-25,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2022-01-25,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2022-01-26,1570016453,mg vitamin d milk pint,2.0,1.49,0.74,16,OZ
2022-01-26,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.71,16,OZ
2022-01-26,1570016310,meadow gold 2% milk plast,4.0,2.49,1.24,32,OZ
2022-01-26,1570016244,viva 1/2 gal ff milk,1.0,2.99,2.17,32,OZ
